figure_path,figure_family,primary_series,axis_dimension,axis_scale,primary_min,primary_max,primary_span,axis_min,axis_max,axis_span,utilization_ratio,panels_json,issue_detected,action_taken,full_scale_reference_available,full_scale_reference,context_points_clipped,context_note,labels_inside_canvas,generating_script,is_reference,original_axis_rule,old_primary_min,old_primary_max,old_axis_min,old_axis_max,old_utilization_ratio,remaining_issue,review_status
analysis/milestone2/figures/relationship_ll_explicit_language_vs_detox_obscene.png,scatter_hexbin,all pairwise-complete observations; log-count colour,y,linear,2.45840037678e-05,0.990052998066,0.990028414062,-0.0494768366993,1.03955441877,1.08903125547,0.909090909091,"[{""axis_max"": 1.0395544187690575, ""axis_min"": -0.04947683669934122, ""axis_span"": 1.0890312554683987, ""primary_max"": 0.9900529980659484, ""primary_min"": 2.4584003767813556e-05, ""primary_span"": 0.9900284140621806, ""utilization_ratio"": 0.909090909090909}]",,Retain all points and log-count density; larger labels and 300 dpi,False,,0,,True,src/descriptive_figures.py,False,Matplotlib observed-data autoscale,2.45840037678e-05,0.990052998066,-0.0494768366993,1.03955441877,0.909090909091,,reviewed by family; no unresolved presentation issue
analysis/milestone2/figures/relationship_ll_explicit_language_vs_monthly_rank.png,scatter_hexbin,all pairwise-complete observations; log-count colour,y,linear,1,100,99,-3.95,104.95,108.9,0.909090909091,"[{""axis_max"": 104.95, ""axis_min"": -3.95, ""axis_span"": 108.9, ""primary_max"": 100.0, ""primary_min"": 1.0, ""primary_span"": 99.0, ""utilization_ratio"": 0.9090909090909091}]",,Retain all points and log-count density; larger labels and 300 dpi,False,,0,,True,src/descriptive_figures.py,False,Matplotlib observed-data autoscale,1,100,-3.95,104.95,0.909090909091,,reviewed by family; no unresolved presentation issue
analysis/milestone2/figures/relationship_ll_sexual_content_vs_detox_sexual_explicit.png,scatter_hexbin,all pairwise-complete observations; log-count colour,y,linear,1.15330276458e-05,0.958364903927,0.958353370899,-0.0479061355173,1.00628257247,1.05418870799,0.909090909091,"[{""axis_max"": 1.0062825724718096, ""axis_min"": -0.0479061355173144, ""axis_span"": 1.0541887079891241, ""primary_max"": 0.9583649039268494, ""primary_min"": 1.1533027645782568e-05, ""primary_span"": 0.9583533708992036, ""utilization_ratio"": 0.909090909090909}]",,Retain all points and log-count density; larger labels and 300 dpi,False,,0,,True,src/descriptive_figures.py,False,Matplotlib observed-data autoscale,1.15330276458e-05,0.958364903927,-0.0479061355173,1.00628257247,0.909090909091,,reviewed by family; no unresolved presentation issue
analysis/milestone2/figures/relationship_sentiment_negative_vs_chart_weeks.png,scatter_hexbin,all pairwise-complete observations; log-count colour,y,linear,1,112,111,-4.55,117.55,122.1,0.909090909091,"[{""axis_max"": 117.55, ""axis_min"": -4.550000000000001, ""axis_span"": 122.1, ""primary_max"": 112.0, ""primary_min"": 1.0, ""primary_span"": 111.0, ""utilization_ratio"": 0.9090909090909092}]",,Retain all points and log-count density; larger labels and 300 dpi,False,,0,,True,src/descriptive_figures.py,False,Matplotlib observed-data autoscale,1,112,-4.55,117.55,0.909090909091,,reviewed by family; no unresolved presentation issue
analysis/milestone2/figures/relationship_sentiment_positive_vs_monthly_rank.png,scatter_hexbin,all pairwise-complete observations; log-count colour,y,linear,1,100,99,-3.95,104.95,108.9,0.909090909091,"[{""axis_max"": 104.95, ""axis_min"": -3.95, ""axis_span"": 108.9, ""primary_max"": 100.0, ""primary_min"": 1.0, ""primary_span"": 99.0, ""utilization_ratio"": 0.9090909090909091}]",,Retain all points and log-count density; larger labels and 300 dpi,False,,0,,True,src/descriptive_figures.py,False,Matplotlib observed-data autoscale,1,100,-3.95,104.95,0.909090909091,,reviewed by family; no unresolved presentation issue
analysis/milestone2/figures/selected_spearman_heatmap.png,correlation,pairwise Spearman coefficients (colour axis),y,linear,-0.874078257073,1,1.87407825707,-1,1,2,0.937039128536,"[{""axis_max"": 1.0, ""axis_min"": -1.0, ""axis_span"": 2.0, ""primary_max"": 1.0, ""primary_min"": -0.8740782570729173, ""primary_span"": 1.8740782570729173, ""utilization_ratio"": 0.9370391285364587}]",,Retain signed -1 to 1 colour domain; improve annotation contrast and labels,False,,0,,True,src/descriptive_figures.py,False,fixed signed correlation colour domain -1 to 1,-0.874078257073,1,-1,1,0.937039128536,,reviewed by family; no unresolved presentation issue
analysis/milestone2/figures/song_score_boxplots.png,score_boxplot,"1.5-IQR whiskers and boxes, independently scaled by score",x,linear,0.0837240368128,0.444573611021,0.360849574208,0.05,0.48,0.43,0.839185056298,"[{""axis_max"": 1.0, ""axis_min"": 0.0, ""axis_span"": 1.0, ""primary_max"": 0.999705135822296, ""primary_min"": 0.0006408368353731, ""primary_span"": 0.999064298986923, ""utilization_ratio"": 0.999064298986923}, {""axis_max"": 0.26, ""axis_min"": 0.0, ""axis_span"": 0.26, ""primary_max"": 0.2325020581483841, ""primary_min"": 0.0002278998290421, ""primary_span"": 0.232274158319342, ""utilization_ratio"": 0.8933621473820846}, {""axis_max"": 1.0, ""axis_min"": 0.0, ""axis_span"": 1.0, ""primary_max"": 0.9998546838760376, ""primary_min"": 0.0002059567341348, ""primary_span"": 0.9996487271419028, ""utilization_ratio"": 0.9996487271419028}, {""axis_max"": 0.37, ""axis_min"": 0.0, ""axis_span"": 0.37, ""primary_max"": 0.3409707280807197, ""primary_min"": 0.0001737602142384, ""primary_span"": 0.3407969678664813, ""utilization_ratio"": 0.9210728861256251}, {""axis_max"": 0.51, ""axis_min"": 0.1, ""axis_span"": 0.41000000000000003, ""primary_max"": 0.4767324924468994, ""primary_min"": 0.1292817294597625, ""primary_span"": 0.34745076298713695, ""utilization_ratio"": 0.8474408853344803}, {""axis_max"": 0.48, ""axis_min"": 0.05, ""axis_span"": 0.43, ""primary_max"": 0.4445736110210418, ""primary_min"": 0.0837240368127822, ""primary_span"": 0.3608495742082596, ""utilization_ratio"": 0.8391850562982781}, {""axis_max"": 0.059000000000000004, ""axis_min"": 0.0, ""axis_span"": 0.059000000000000004, ""primary_max"": 0.0538451969623565, ""primary_min"": 0.0003340323455631, ""primary_span"": 0.0535111646167934, ""utilization_ratio"": 0.9069688918100576}, {""axis_max"": 0.19, ""axis_min"": 0.0, ""axis_span"": 0.19, ""primary_max"": 0.1701370179653167, ""primary_min"": 0.0003625717654358, ""primary_span"": 0.16977444619988089, ""utilization_ratio"": 0.8935497168414783}, {""axis_max"": 0.033, ""axis_min"": 0.0, ""axis_span"": 0.033, ""primary_max"": 0.0297740846872329, ""primary_min"": 0.0003743813722394, ""primary_span"": 0.0293997033149935, ""utilization_ratio"": 0.8909001004543484}]",Near-zero emotion boxes compressed by shared domain and legitimate outliers,Separate central whisker views with independent labeled X-axes and complete full-scale companion,True,analysis/milestone2/figures/song_score_boxplots_full_scale.png,18466,Outliers beyond the view counted on each panel; full-domain companion retains all,True,src/descriptive_figures.py,False,Matplotlib observed-data autoscale,0.000173760214238,0.999866008759,-0.049810852213,1.04985062119,0.909090909091,,reviewed by family; no unresolved presentation issue
analysis/milestone2/figures/song_score_boxplots_full_scale.png,score_boxplot,all song scores including all outliers,x,linear,0.000173760214238,0.999866008759,0.999692248544,0,1,1,0.999692248544,"[{""axis_max"": 1.0, ""axis_min"": 0.0, ""axis_span"": 1.0, ""primary_max"": 0.9998660087585448, ""primary_min"": 0.0001737602142384, ""primary_span"": 0.9996922485443064, ""utilization_ratio"": 0.9996922485443064}]",,Full-domain reference retains all outliers,False,,0,,True,src/descriptive_figures.py,True,New companion reference,,,,,,,intentional full-scale reference
analysis/moving_averages/figures/all_genres/detox_identity_attack.png,moving_average_all_genres,equal-weight 12-month means of qualifying genres,y,,0.0005483060072,0.2419892394,0.241440933393,0,0.29,0.29,0.832554942734,"[{""axis_max"": 0.29, ""axis_min"": 0.0, ""axis_span"": 0.29, ""primary_max"": 0.2419892394, ""primary_min"": 0.0005483060072, ""primary_span"": 0.2414409333928, ""utilization_ratio"": 0.8325549427337932}]",,Retain previously validated independently scaled overlay,True,analysis/moving_averages/figures/all_genres/detox_identity_attack_full_scale.png,0,Scores range 0–1; observed-range axes disclosed on figure,True,src/moving_average_all_genres.py,False,"per-chart observed range, 8% padding, minimum 0.02, rounded 0.01",0.0005483060072,0.2419892394,0,0.29,0.832554942734,,reviewed by family; no unresolved presentation issue
analysis/moving_averages/figures/all_genres/detox_identity_attack_full_scale.png,moving_average_all_genres,equal-weight 12-month means of qualifying genres,y,,0.0005483060072,0.2419892394,0.241440933393,0,1,1,0.241440933393,"[{""axis_max"": 1.0, ""axis_min"": 0.0, ""axis_span"": 1.0, ""primary_max"": 0.2419892394, ""primary_min"": 0.0005483060072, ""primary_span"": 0.2414409333928, ""utilization_ratio"": 0.2414409333928}]",,Retain full-domain reference,False,,0,Scores range 0–1; observed-range axes disclosed on figure,True,src/moving_average_all_genres.py,True,theoretical 0–1 reference,0.0005483060072,0.2419892394,0,1,0.241440933393,,intentional full-scale reference
analysis/moving_averages/figures/all_genres/detox_identity_attack_major_coverage.png,moving_average_major_coverage,equal-weight 12-month means of qualifying genres,y,,0.0005483060072,0.2419892394,0.241440933393,0,0.29,0.29,0.832554942734,"[{""axis_max"": 0.29, ""axis_min"": 0.0, ""axis_span"": 0.29, ""primary_max"": 0.2419892394, ""primary_min"": 0.0005483060072, ""primary_span"": 0.2414409333928, ""utilization_ratio"": 0.8325549427337932}]",,Retain previously validated independently scaled overlay,True,analysis/moving_averages/figures/all_genres/detox_identity_attack_major_coverage_full_scale.png,0,Scores range 0–1; observed-range axes disclosed on figure,True,src/moving_average_all_genres.py,False,"per-chart observed range, 8% padding, minimum 0.02, rounded 0.01",0.0005483060072,0.2419892394,0,0.29,0.832554942734,,reviewed by family; no unresolved presentation issue
analysis/moving_averages/figures/all_genres/detox_identity_attack_major_coverage_full_scale.png,moving_average_major_coverage,equal-weight 12-month means of qualifying genres,y,,0.0005483060072,0.2419892394,0.241440933393,0,1,1,0.241440933393,"[{""axis_max"": 1.0, ""axis_min"": 0.0, ""axis_span"": 1.0, ""primary_max"": 0.2419892394, ""primary_min"": 0.0005483060072, ""primary_span"": 0.2414409333928, ""utilization_ratio"": 0.2414409333928}]",,Retain full-domain reference,False,,0,Scores range 0–1; observed-range axes disclosed on figure,True,src/moving_average_all_genres.py,True,theoretical 0–1 reference,0.0005483060072,0.2419892394,0,1,0.241440933393,,intentional full-scale reference
analysis/moving_averages/figures/all_genres/detox_insult.png,moving_average_all_genres,equal-weight 12-month means of qualifying genres,y,,0.003081865435,0.4539098908,0.450828025365,0,0.53,0.53,0.850618915783,"[{""axis_max"": 0.53, ""axis_min"": 0.0, ""axis_span"": 0.53, ""primary_max"": 0.4539098908, ""primary_min"": 0.003081865435, ""primary_span"": 0.450828025365, ""utilization_ratio"": 0.8506189157830188}]",,Retain previously validated independently scaled overlay,True,analysis/moving_averages/figures/all_genres/detox_insult_full_scale.png,0,Scores range 0–1; observed-range axes disclosed on figure,True,src/moving_average_all_genres.py,False,"per-chart observed range, 8% padding, minimum 0.02, rounded 0.01",0.003081865435,0.4539098908,0,0.53,0.850618915783,,reviewed by family; no unresolved presentation issue
analysis/moving_averages/figures/all_genres/detox_insult_full_scale.png,moving_average_all_genres,equal-weight 12-month means of qualifying genres,y,,0.003081865435,0.4539098908,0.450828025365,0,1,1,0.450828025365,"[{""axis_max"": 1.0, ""axis_min"": 0.0, ""axis_span"": 1.0, ""primary_max"": 0.4539098908, ""primary_min"": 0.003081865435, ""primary_span"": 0.450828025365, ""utilization_ratio"": 0.450828025365}]",,Retain full-domain reference,False,,0,Scores range 0–1; observed-range axes disclosed on figure,True,src/moving_average_all_genres.py,True,theoretical 0–1 reference,0.003081865435,0.4539098908,0,1,0.450828025365,,intentional full-scale reference
analysis/moving_averages/figures/all_genres/detox_insult_major_coverage.png,moving_average_major_coverage,equal-weight 12-month means of qualifying genres,y,,0.003396593597,0.4539098908,0.450513297203,0,0.53,0.53,0.850025089062,"[{""axis_max"": 0.53, ""axis_min"": 0.0, ""axis_span"": 0.53, ""primary_max"": 0.4539098908, ""primary_min"": 0.003396593597, ""primary_span"": 0.450513297203, ""utilization_ratio"": 0.850025089062264}]",,Retain previously validated independently scaled overlay,True,analysis/moving_averages/figures/all_genres/detox_insult_major_coverage_full_scale.png,0,Scores range 0–1; observed-range axes disclosed on figure,True,src/moving_average_all_genres.py,False,"per-chart observed range, 8% padding, minimum 0.02, rounded 0.01",0.003396593597,0.4539098908,0,0.53,0.850025089062,,reviewed by family; no unresolved presentation issue
